a adir peso a	نزن ، سنگيني ، سنگ وزنه ، چيز سنگين ، سنگين کردن ، بار کردن
almacenaje	ذخيره سازي ، انبار کالا ، مخزن
almacenar	انباره ، انبار کردن ، ذخيره کردن
almanaque	سالنامه ، تقويم ساليانه ، تقويم نجومي ، نشريه ء اطلا عات عمومي ، تقويم
almbar	شربت ، محلول غليظ قندي دارويي ، شيره ، شيره يا شهد زدن به
almeja	حلزون دوکپه اي يا صدف خوراکي از جنس پعثتعن ، گوشت صدف ، بچنگال گرفتن ، محکم گرفتن ، صدف دو کپه اي ، صدف باريک دريايي ورودخانه اي
almendra	بادام ، درخت بادام ، مغز بادام
almid	نشاسته ، اهار ، اهارزدن ، تشريفات
almidonar	نشاسته ، اهار ، اهارزدن ، تشريفات
almirantazgo	اداره ء نيروي دريايي ، درياسالا ري
almirante	درياسالا ر ، اميرالبحر ، فرمانده ، عالي ترين افسرنيروي دريايي
almizcle	مشک ، غاليه ، بوي مشک ، نافه مشک
almizclero	مشکبار ، مشک دار
almohada	متکا ، نازبالش ، کوسن ، مخده ، زيرسازي ، وسيله اي که شبيه تشک باشد ، با کوسن وبالش نرم مزين کردن ، لا يه گذاشتن ، چنبره ، بالش ، بالين ، متکا ، پشتي ، مخده ، بالش وار قرار گرفتن ، بربالش گذاردن
almohadilla	دفترچه يادداشت ، لا يي ، لا يي گذاشتن
almohadn	متکا ، نازبالش ، کوسن ، مخده ، زيرسازي ، وسيله اي که شبيه تشک باشد ، با کوسن وبالش نرم مزين کردن ، لا يه گذاشتن ، چنبره ، بالش ، بالين ، متکا ، پشتي ، مخده ، بالش وار قرار گرفتن ، بربالش گذاردن
almorzar	ناهار ، ظهرانه ، ناهار خوردن
almuerzo	ناهار(يعني غذاي عمده روز که بعضي اشخاص هنگام ظهر و بعضي شب مي خورند) ، شام ، مهماني ، ناهار ، ظهرانه ، ناهار خوردن ، ناهار ، غذاي مفصل ، خوراک مختصر ، خوراک سرپايي ، ته بندي ، زيرک ، سرير ، چالا ک ، بسرعت
alocuci	درست کردن ، مرتب کردن,متوجه ساختن,دستور دادن,اداره کردن,نطارت کردن,خطاب کردن,عنوان نوشتن ، مخاطب ساختن ، سخن گفتن,عنوان,نام و نشان,سرنامه,نشاني,ادرس,خطاب,نطق,برخورد,مهارت,ارسال ، خطابه ، موعظه ، سخن ، حرف ، گفتار ، صحبت ، نطق ، گويايي ، قوه ناطقه ، سخنراني
alojamiento	همسازي ، تطابق ، جا ، منزل ، وسايل راحتي ، تطبيق ، موافقت ، سازش با مقتضيات محيط ، وام ، کمک ، مساعده
alojar	اجازه نامه ، ورقه جيره ، يادداشت مختصر ، پروانه ، ورقه راي را ثبت کردن ، اجازه نامه جا و خوراک صادر کردن ، منزل ، جا ، خانه ، کلبه ، شعبه فراماسون ها ، انبار ، منزل دادن ، پذيرايي کردن ، گذاشتن ، تسليم کردن ، قرار دادن ، منزل کردن ، بيتوته کردن ، تفويض کردن ، خيمه زدن ، به لا نه پناه بردن
alojarse	ماندن ، توقف کردن ، نگاه داشتن ، بازداشتن ، توقف ، مکث,ايست ، سکون ، مانع ، عصاء ، نقطه اتکاء ، تکيه ، مهار ، حاءل ، توقفگاه
alondra	خوشي ، شوخي ، روش زندگي ، چکاوک وگونه هاي مشابه ان ، قزلا خ ، چکاوک شکار کردن ، شوخي کردن ، از روي مانع باپرش اسب جهيدن ، دست انداختن ، چکاوک ، غزلا غ ، تفريح وجست وخيز کردن
alpaca	الپاکا(يکنوع شتر بي کوهان پشم بلند امريکايي) ، موي الپاکا ، پارچه ء ساخته شده ازپشم الپاکا
alpino	وابسته بکوه الپ ، الپي ، واقع در ارتفاع زياد
alquilar	کرايه ، اجاره ، مزد ، اجرت ، کرايه کردن ، اجيرکردن ، کرايه دادن (گاهي با out) ، اجاره ، کرايه ، اجاره نامه ، اجاره دادن ، کرايه کردن ، گذاشتن ، اجازه دادن ، رها کردن ، ول کردن ، اجاره دادن ، اجاره رفتن ، درنگ کردن ، مانع ، انسداد ، اجاره دهي ، اجاره ، کرايه ، مال الا جاره ، منافع ، اجاره کردن ، کرايه کردن ، اجاره دادن
alquiler	اجاره ، کرايه ، مال الا جاره ، منافع ، اجاره کردن ، کرايه کردن ، اجاره دادن ، اجاره نامه ، وجه اجاره ، اجاره اي
alquimia	علم کيميا ، کيمياگري ، ترکيب فلزي با فلز پست تر
alquimista	کيمياگر ، کيمياشناس
alquitrn	قير ، قيرماليدن به ، قير زدن ، :برانگيخته ، خشمگين کردن ، ازردن
alrededor	گرداگرد ، دور ، پيرامون ، دراطراف ، درحوالي ، در هر سو ، در نزديکي ، دران حدود ، درهمان نزديکي ، تقريبا
alrededor	درباره ، گرداگرد ، پيرامون ، دور تا دور ، در اطراف ، نزديک ، قريب ، در حدود ، در باب ، راجع به ، در شرف ، در صدد ، با ، نزد ، در ، بهر سو ، تقريبا ، بالا تر ، فرمان عقب گرد ، گرداگرد ، دور ، پيرامون ، دراطراف ، درحوالي ، در هر سو ، در نزديکي ، گرد(گعرد) کردن ، کامل کردن ، تکميل کردن ، دور زدن ، مدور ، گردي ، منحني ، دايره وار ، عدد صحيح ، مبلغ زياد
alrededores	محيط ، اطراف ، احاطه ، دور و بر ، پرگير ، حومه ، حول وحوش ، دوروبر ، توابع ، اطراف
altanero	ارجمند ، رفيع ، عالي ، بلند ، بزرگ ، بلند پايه ، مغرورانه
altar	قربانگاه ، مذبح ، محراب ، مجمره
altavoz	تقويت کننده ، بلند گو ، گوينده ، حرف زن ، متکلم ، سخن ران ، سخنگو ، ناطق ، رءيس مجلس شورا
alterable	قابل تغيير ، دگرش پذير
alteraci	تغيير ، تبديل ، دگرش ، دگرگوني
alterar	تغييردادن ، عوض کردن ، اصلا ح کردن ، تغيير يافتن ، جرح و تعديل کردن ، دگرگون کردن
altercar	ستيزه کردن ، مخالفت کرده با ، رقابت کردن ، ادعا کردن
alternador	تناوبگر ، دستگاه توليد برق متناوب ، الترناتور
alternancia	تناوب ، يک درمياني
alternar	يک درميان ، متناوب ، متبادل ، عوض و بدل
alternativa	تناوب ، يک درمياني ، شق ، شق ديگر ، پيشنهاد متناوب ، چاره
alternativamente	متناوبا ، بنوبت
alternativo	يک درميان ، متناوب ، متبادل ، عوض و بدل ، شق ، شق ديگر ، پيشنهاد متناوب ، چاره
altillo	تپه کوچک ، برامدگي در سطح صاف ، پشته ، گريوه ، پرندک
altitud	فرازا ، بلندي ، ارتفاع ، فراز ، منتها درجه ، مقام رفيع ، منزلت ، بلندي ، رفعت ، ارتفاع ، جاي مرتفع ، اسمان ، عرش ، منتها درجه ، تکبر ، دربحبوحه ، ارتفاعات ، عظمت
altivo	مغرور ، باددرسر ، متکبر ، والا ، اسبي ، وابسته به اسب دواني ، معتاد به اسب دواني
altmetro	ارتفاع سنج ، فرازياب ، اوج نما ، افرازياب
alto	زيرترين صداي مردانه ، بم ترين صداي زنانه ، فراز ، بلند ، مرتفع ، عالي ، جاي مرتفع ، بلند پايه ، متعال ، رشيد ، زياد ، وافر گران ، گزاف ، خشمگينانه ، خشن ، متکبر ، متکبرانه ، تند زياد ، باصداي زير ، باصداي بلند ، بو گرفته ، اندکي فاسد ، ارجمند ، رفيع ، عالي ، بلند ، بزرگ ، بلند پايه ، مغرورانه ، باصداي بلند ، بلند اوا ، پر صدا ، گوش خراش ، زرق وبرق دار ، پرجلوه ، رسا ، مشهور
alto-parlante	گوينده ، حرف زن ، متکلم ، سخن ران ، سخنگو ، ناطق ، رءيس مجلس شورا
altruismo	نوع دوستي ، بشردوستي ، غيرپرستي ، نوع پرستي
altruista	نوعدوست ، نوعدوستانه
altura	فرازا ، بلندي ، ارتفاع ، فراز ، منتها درجه ، مقام رفيع ، منزلت ، بلندي ، رفعت ، ارتفاع ، جاي مرتفع ، اسمان ، عرش ، منتها درجه ، تکبر ، دربحبوحه ، ارتفاعات ، عظمت ، قد ، قامت ، رفعت ، مقام ، قدر وقيمت ، ارتفاع طبيعي بدن حيوان
alucinaci	خيال ، وهم ، خطاي حس ، اغفال ، توهم ، تجسم
alud	بهمن
aludir	اشاره کردن ، اظهار کردن ، مربوط بودن به (با to ) ، گريز زدن به ، ذکر ، اشاره ، تذکر ، ياداوري ، نام بردن ، ذکر کردن ، اشاره کردن
alumbrado	روشنايي ، احتراق ، اشتعال ، نورافکني ، سايه روشن
alumbre	زاج ، زاج سفيد ، زاغ
aluminio	فلز الومينيوم ، الومينيوم بنام اختصاري (آل) ، فلز الومينيوم ، الومينيوم بنام اختصاري (آل)
alumno	شاگرد ، دانش اموز ، مردمک چشم ، حدقه ، دانشور ، دانش پژوه ، محقق ، اهل تتبع ، اديب ، شاگر ممتاز ، دانشجو ، دانش اموز ، شاگرد ، اهل تحقيق
alusin	گريز ، اشاره ، کنايه ، اغفال
aluvial	ابرفتي ، رسوبي ، ته نشيني ، مربوط به رسوب و ته نشين
alv olo	شش خانه ، حبابچه ، حفره ء کوچک ، حفره ء دنداني
alveolar	سوراخ سوراخ ، حفره دار ، حبابک دار
alzar	بلند کردن ، سرقت کردن ، بالا رفتن ، مرتفع بنظرامدن ، بلندي ، بالا بري ، يک وهله بلند کردن بار ، دزدي ، سرقت ، ترقي ، پيشرفت ، ترفيع ، اسانسور ، بالا رو ، جر ثقيل ، بالا بر ، بالا بردن ، ترقي دادن ، اضافه حقوق
am bico	اميبي ، وابسته به جانور تک سلولي
am	امين ، چنين باد ، خداکند ، انشاء الله
ama de casa	خانه دار ، کدبانو ، سوزن دان ، زن خانه دار ، خانم خانه
ama de llaves	خانه دار
amabilidad	دلجويي ، مهرباني ، خوشرويي ، مدارا ، دلپذيري ، شيريني ، مهرباني ، خوش مشربي
amable	مهربان ، دلجو ، خوش برخورد ، خوشخو ، شيرين ، دلپذير ، مهربان ، دوست داشتني ، هر چيز ظريف و عالي ، گوشت يا خوراک لذيذ ، مطبوع ، دوستانه ، مساعد ، مهربان ، موافق ، تعاوني ، گونه ، نوع ، قسم ، جور ، جنس ، گروه ، دسته ، کيفيت ، جنسي,(درمقابل پولي) ، غيرنقدي ، مهربان ، مهرباني شفقت اميز ، بامحبت ، دوست داشتني ، دوست داشتني ، محبوب ، جذاب ، نازنين ، دلپسند ، خوب ، دلپذير ، مطلوب ، مودب ، نجيب ، تاحدي ، قشنگ ، شکيل ، خوش نما ، خوب ، بطور دلپذير ، قشنگ کردن ، اراستن
amado	عزيز ، محبوب ، گرامي ، پرارزش ، کسي را عزيز خطاب کردن ، گران کردن
amaestrar	قطار ، سلسله ، تربيت کردن
amainar	سست کردن ، ضعيف کردن ، سست شدن ، ضعيف شدن ، کم نيرو شدن ، کم کردن ، تقليل دادن
amalgama	الياژ جيوه باچند فلز ديگرکه براي پرکردن دندان و ايينه سازي بکار ميرود ، ترکيب مخلوط ، ملقمه
amalgamacin	اميختگي ، اميزش ، امتزاج ، ملقمه
amalgamar	اميختن ، توام کردن (ملقمه فلزات با جيوه) ، ترکيب کردن ، درهم کردن ، اشوردن ، سرشتن ، قاتي کردن ، اميختن ، مخلوط کردن ، اختلا ط
amamantar	پرستار ، دايه ، مهد ، پرورشگاه ، پروراندن ، پرستاري کردن ، شير خوردن ، باصرفه جويي يا دقت بکار بردن
amanecer	فجر ، سپيده دم ، طلوع ، اغاز ، اغاز شدن ، صبح ، سپيده دم ، بامداد ، طلوع افتاب ، طلوع خورشيد ، تيغ افتاب ، مشرق
amaneramiento	اطوار واخلا ق شخصي ، سبک بخصوص نويسنده
amante	عاشق ، دوستدار ، فاسق ، خاطرخواه ، بانو ، خانم ، کدبانو ، معشوقه ، دلبر ، يار
amapola	خشخاش ، کوکنار
amar	پرستش ، ستودن ، عشق ورزيدن (به) ، عاشق شدن (به) ، مهر ، عشق ، محبت ، معشوقه ، دوست داشتن ، عشق داشتن ، عاشق بودن
amargar	تلخ کردن ، ناگوار کردن ، بدتر کردن
amargo	تلخ ، تند ، تيز ، جگرسوز ، طعنه اميز
amarillento	رنگ قهوه اي روشن مايل بزرد و خاکستري ، پارچه اي که از پشم طبيعي رنگ نشده ساخته شود ، زردفام ، مايل بزردي
amarillo	زرد ، اصفر ، ترسو ، زردي
amarilloso	زردفام ، مايل بزردي
amarradero	ستون ، جرز ، اسکله ، موج شکن ، پايه پل ، لنگرگاه
amartillar	خروس ، پرنده نر(از جنس ماکيان) ، کج نهادگي کلا ه,چخماق تفنگ ، :مثل خروس جنگيدن ، گوش ها را تيز وراست کردن ، کج نهادن ، يک وري کردن ، چکش ، پتک ، چخماق ، استخوان چکشي ، چکش زدن ، کوبيدن ، سخت کوشيدن ، ضربت زدن
amateur	دوستدار هنر ، اماتور ، غيرحرفه اي ، دوستار
amatista	ياقوت ارغواني ، لعل بنفش ، رنگ ارغواني ، رنگ ياقوتي ، درکوهي بنفش
ambici	بلند همتي ، جاه طلبي ، ارزو ، جاه طلب بودن
ambicioso	جاه طلب ، بلند همت ، ارزومند ، نامجو
ambidextro	ذواليمينين
ambiental	محيطي
ambiente	محدود ، محاصره شده ، پناد ، کره ء هوا ، جو ، واحد فشار هوا ، فضاي اطراف هر جسمي (مثل فضاي الکتريکي ومغناطيسي) ، محيط ، اطراف ، احاطه ، دور و بر ، پرگير ، محيط ، اجتماع ، قلمرو ، دور وبر ، اطراف
ambigedad	ابهام
ambiguo	مبهم
ambivalencia	توجه ناگهاني و دلسردي ناگهاني نسبت بشخص يا چيزي ، دمدمي مزاجي ، داراي دو جنبه
ambivalente	دوجنبه اي ، دمدمي
ambos s	هردو ، هردوي ، اين يکي وان يکي ، نيز ، هم
ambre	کهربا ، عنبر ، رنگ کهربايي ، کهربايي
ambrosa	خوراک خدايان که زندگي جاويد بانها ميداده ، ماءده ء بهشتي ، شهد ، عطر
ambulancia	بيمارستان سيار ، بوسيله امبولا نس حمل کردن ، امبولا نس
ambulante	گردنده ، سيار ، متحرک ، گردشي ، گردنده ، سيار ، سيار ، دوره گرد
ameba	جانور تک سلولي ، اميب
amenaza	تهديد ، چيزي که تهديد کننده است ، مخاطره ، تهديدکردن ، ارعاب کردن ، چشم زهره رفتن ، تهديد ، تهديد کردن ، ترساندن
amenazador	تهديد کننده ، ترساننده
amenazar	تهديد ، چيزي که تهديد کننده است ، مخاطره ، تهديدکردن ، ارعاب کردن ، چشم زهره رفتن ، تهديد کردن ترساندن ، خبردادن از
amenidad	سازگاري ، مطبوعيت ، نرمي ، ملا يمت
ameno	نازنين ، دلپسند ، خوب ، دلپذير ، مطلوب ، مودب ، نجيب
americana	ژاکت ، نيمتنه ، پوشه ، جلد ، کتاب ، جلد کردن ، پوشاندن ، درپوشه گذاردن
amgdalas	لوزه ، بادامک
amianto	پنبه نسوز ، پنبه کوهي ، سنگ معدني داراي رشته هاي بلند(مانند امفيبل)
amiga	دوست ، رفيق ، يار ، دوست کردن ، ياري نمودن
amigable	موافق ، دوست ، دوستانه
amigdalitis	ورم لوزتين ، ورم لوزه ، زهر باد
amigo	دوست پسر ، رفيق ، دوست ، رفيق ، يار ، دوست کردن ، ياري نمودن ، يار ، شريک ، همدست ، رفيق شدن
amino	حاوي ريشه ء امين ، وابسته به عامل امين
amistable	شيرين ، دلپذير ، مهربان ، دوست داشتني
amistad	رفاقت ، مودت ، روابط حسنه ، حسن تفاهم ، دوستي ، رفاقت ، اشنايي
amistoso	دوستانه ، مساعد ، مهربان ، موافق ، تعاوني
amnesia	ضعف حافظه بعلت ضعف يا بيماري مغزي ، فراموشي ، نسيان
amnist a	عفو عمومي ، گذشت ، عفو عمومي کردن
amojonar	اثر ، نشان ، رد پا ، جاي پا ، مقدار ناچيز ، ز ترسيم ، رسم ، ترسيم کردن ، ضبطکردن ، کشيدن ، اثر گذاشتن ، دنبال کردن ، پي کردن ، پي بردن به
amon aco	محلول يا بخار امونياک
amonestacin	سرزنش دوستانه ، تذکر ، راهنمايي
amonestar	نصيحت کردن ، پند دادن ، اگاه کردن ، متنبه کردن ، وعظ کردن
amontonar	گرداوردن ، توده کردن ، متراکم کردن ، توده ، کپه ، کومه ، پشته ، انبوه ، گروه ، جمعيت ، توده کردن ، پرکردن ، اندوخته ، ذخيره ، احتکار ، ذخيره کردن (بيشتر با up ) ، احتکارکردن ، انباشتن ، گنج ، کپه ، توده
amor	مهر ، عشق ، محبت ، معشوقه ، دوست داشتن ، عشق داشتن ، عاشق بودن ، معشوقه ، دلبر ، يار ، دلدار ، دلا رام ، نوعي نان شيريني بشکل قلب
amoral	غيراخلا قي ، بدون احساس مسلوليت اخلا قي
amordazar	دهان بند بستن ، پوزه بند بستن ، محدود کردن ، مانع فراهم کردن براي ، شيرين کاري ، قصه يا عمل خنده اور ، دهان باز کن ، پوزه ، پوزه بند ، دهان بند ، دهنه ، سرلوله هفت تير ياتفنگ ، پوزه بندزدن ، مانع فعاليت شدن ، خموشي ، خاموشي ، سکوت ، ارامش ، فروگذاري ، ساکت کردن ، ارام کردن ، خاموش شدن
amorfo	بي شکل ، بي نظم ، بدون تقسيم بندي ، غير متبلور ، غير شفاف ، داراي ساختمان غير مشخص
amoro	کار ، امر ، کاروبار ، عشقبازي(با جمع هم ميايد) ، افسانه ، رمان ، کتاب رمان ، داستان عاشقانه ، بصورت تخيلي در اوردن
amortiguar	درکشيدن ، دراشاميدن ، جذب کردن ، فروبردن ، فراگرفتن ، جذب شدن (غدد) ، کاملا فروبردن ، تحليل بردن ، مستغرق بودن ، مجذوب شدن در ، خفه کردن ، خفه شدن ، تعديل کردن ، چيزي که صدا را از بين ببرد ، صدا خفه کن ، پيچيدن ، دم دهان کسي را گرفتن ، چشم بستن ، خاموش کردن ، ساکت کردن
amortizaci	استهلا ک (سرمايه و غيره) ، باز خريد ، خريداري و ازاد سازي ، رستگاري
amortizar	کشتن ، بيحس کردن ، خراب کردن ، بديگري واگذار کردن ، وقف کردن ، مستهلک کردن ، خرف کردن ، بي حس و بي روح کردن ، بي جان شدن ، باز خريدن ، از گرو در اوردن ، رهايي دادن
amperaje	شدت جريان برق ، ميزان نيروي برق برحسب امپر
amperio	امپر (واحد شدت جريان برق)
ampliacin	تقويت ، توسعه ، بزرگي ، توسيع ، تمديد ، تعميم ، تلفن فرعي ، افزودن ، زياد کردن ، توسعه دادن ، توانگرکردن ، ترفيع دادن ، اضافه ، افزايش ، رشد ، ترقي ، زيادشدن ، بزرگ سازي ، درشت نمايي
ampliamente	بطور فراوان ، بطور بيش از حد
ampliar	وسعت دادن ، بزرگ کردن ، مفصل کردن ، مفصل گفتن يا نوشتن ، افزودن ، بالا بردن ، بزرگ شدن ، تقويت کردن (صدا) ، بزرگ کردن ، باتفصيل شرح دادن ، توسعه دادن ، وسيع کردن ، بسط دادن ، توسعه دادن ، تمديد کردن ، عموميت دادن
amplificador	تقويت کننده
amplio	فراخ ، پهناور ، وسيع ، فراوان ، مفصل ، پر ، بيش از اندازه
amplitud	فزوني ، دامنه ، فراخي ، فراواني ، استعداد ، ميدان نوسان ، فاصله ء زياد ، دامنه ، بزرگي ، درشتي ، انباشتگي ، سيري ، کمال
ampolla	تاول ، ابله ، تاول زدن ، لا مپ چراغ برق ، پياز گل ، هر نوع برامدگي ياتورم شبيه پياز
ampollar	تاول ، ابله ، تاول زدن
ampuloso	گزاف ، قلنبه ، مطنطن
amputacin	قطع عضوي از بدن
amputar	بريدن ، جدا کردن ، زدن ، قطع اندام کردن
amrica	امريکا ، کشور امريکا
amueblar	مبله کردن ، داراي اثاثه کردن ، مجهز کردن ، مزين کردن ، تهيه کردن
amuleto	طلسم ، دوا يا چيزي که براي شکستن جادو و طلسم بکار ميرود ، افسون ، طلسم ، فريبندگي ، دلربايي ، سحر ، : افسون کردن ، مسحور کردن ، فريفتن ، شيفتن
an	ارام ، خاموش ، ساکت ، بي حرکت ، راکد ، هميشه ، هنوز ، بازهم ، هنوزهم معذلک ، : ارام کردن ، ساکت کردن ، خاموش شدن ، دستگاه تقطير ، عرق گرفتن از ، سکوت ، خاموشي ، هنوز ، تا ان زمان ، تا کنون ، تا انوقت ، تاحال ، باز هم ، بااينحال ، ولي ، درعين حال
an logo	مانند ، نظير ، شباهت ، شي قابل قياس ، لغت متشابه
an mona	شقايق نعمان ، لا له ء نعمان ، رنگ قرمز مايل به ابي
animo	بي نام ، داراي نام مستعار ، تخلصي ، لا ادري ، بي نام
an s	باديان رومي ، انيسون
anacrico	نابهنگام ، بيمورد(از نظر تاريخ وقوع)
anacronismo	بيموردي ، اشتباه در ترتيب حقيقي وقايع و ظهور اشخاص ، نابهنگامي
anagrama	قلب ، تحريف ، مقلوب ، تشکيل لغت يا جمله اي از درهم ريختن کلمات يا لغات جمله ء ديگر
anal	مربوط به مقعد ، مجاور مقعد
anal tico	تجزيه اي ، تحليلي ، مربوط به مکتب يا فلسفه ء تحليلي ، روانکاوي ، قابل حل بطريق جبري ، تحليلي
analfabeto	بي سواد ، عامي ، درس نخوانده
analgesia	بي حسي نسبت بدرد ، تخفيف درد
analista	استاد تجزيه ، روانکاو ، فرگشا
analizador	تحليل کننده
analizar	تجزيه کردن ، تحليل کردن ، موشکافي کردن ، جداکردن ، جزءيات را مطالعه کردن ، پاره پاره کردن ، تشريح کردن ، با تجزيه ازمايش کردن ، فرگشايي کردن ، تجزيه کردن ، تحليل کردن ، موشکافي کردن ، جداکردن ، جزءيات را مطالعه کردن ، پاره پاره کردن ، تشريح کردن ، با تجزيه ازمايش کردن ، فرگشايي کردن
analoga	قياس
anans	اناناس
anaquel	طاقچه ، لبه ، برامدگي
anarqu a	بي قانوني ، هرج و مرج ، بي ترتيبي سياسي ، بي نظمي ، اغتشاش ، خودسري مردم
anarquista	هرج و مرج طلب ، اشوب طلب
anatema	هرچيزي که مورد لعن واقع شود ، لعنت و تکفير ، مرتد شناخته شده از طرف روحانيون ، قدغن کردن ، تحريم کردن ، لعن کردن ، لعن ، حکم تحريم يا تکفير ، اعلا ن ازدواج در کليسا ، طرد ، تکفير
anatmico	تشريحي ، وابسته به کالبد شناسي ، تشريحي ، وابسته به کالبد شناسي
anatom a	تشريح ، ساختمان ، استخوان بندي ، تجزيه ، مبحث تشريح ، کالبدشناسي
anatomista	متخصص علم تشريح ، تشريح کننده ، کالبد شناس
anatomizar	کالبد شناسي کردن ، تشريح کردن ، قطعه قطعه کردن ، تجزيه کردن
anca	گرده ، کفل ، سرين ، گوشت ران وگرده
ancdota	حکايت ، قصه ء کوتاه ، امثال ، ضرب المثل
anchas	راحت ، اسودگي ، اسايش ، مايه تسلي ، دلداري دادن (به) ، اسايش دادن
ancho	پهنا ، عرض ، وسعت نظر ، پهن ، عريض ، گشاد ، پهناور ، زن هرزه ، پهن ، عريض ، گشاد ، فراخ ، وسيع ، پهناور ، زياد ، پرت ، کاملا باز ، عمومي ، نامحدود ، وسيع
ancho de banda	پهن باند
anchoa	ماهي کولي
anchura	پهنا ، عرض ، وسعت نظر ، پهنا ، عرض ، پهنه ، وسعت ، چيز پهن
anciano	پير ، سالخورده ، مسن ، سالخورده ، پير ، سالخورده ، کهن سال ، مسن ، فرسوده ، ديرينه ، قديمي ، کهنه کار ، پيرانه ، کهنه ، گذشته ، سابقي ، باستاني
ancioso	مشتاق ، ذيعلا قه ، ترد و شکننده
anclar	لنگر ، لنگر کشتي.(.vi &.vt) :لنگر انداختن ، محکم شدن ، بالنگر بستن يانگاه داشتن ، زمين باير ، دشت ، لنگر انداختن ، اهل شمال افريقا ، مسلمان
andadura	گام ، خرامش ، راه رفتن ، يورتمه روي ، گام برداشتن ، قدم زدن ، خراميدن ، راه رفتن ، گام زدن ، گردش کردن ، پياده رفتن ، گردش پياده ، گردشگاه ، پياده رو
andamio	دفترکل ، سنگ پهن روي گور ، تير ، تخته ، سکوب بندي ، چوب بست سازي ، داربست
andanada	توپهايي که دريک سوي کشتي اراسته شده ، سطح پهن هرچيزي ، بايک شليک
andar	يورغه رفتن (اسب) ، راهوار بودن ، يورغه ، چهارنعل ، گامي شبيه چهارنعل ، گردش ، سوار اسب (چهارنعل رونده) شدن ، سلا نه سلا نه راه رفتن ، پايه ستون ، جاي پا ، موقعيت ، وضع ، رفتن ، روانه ساختن ، رهسپار شدن ، عزيمت کردن ، گذشتن ، عبور کردن ، کارکردن ، گشتن ، رواج داشتن ، تمام شدن ، راه رفتن ، نابود شدن ، روي دادن ، بران بودن ، درصدد بودن ، راهي شدن ، قدم زني ، گردش ، پرسه زني ، قدم زدن ، راه رفتن ، گام زدن ، گردش کردن ، پياده رفتن ، گردش پياده ، گردشگاه ، پياده رو
andares	گام ، قدم ، خرامش ، شيوه ، تندي ، سرعت ، گام زدن ، با گامهاي اهسته و موزون حرکت کردن قدم زدن ، پيمودن ، با قدم اهسته رفتن ، قدم رو کردن
andn	اسکله ، ديوار ساحلي ، اسکله ، جتي ، بارانداز ، لنگر گاه ساحل رودخانه با اسکله يا ديوار ، محکم مهارکردن
andr geno	هورمون هاي جنسي که باعث ايجاد صفات ثانويه جنسي در مرد (مثل ريش و صدا) مي شوند
anecd tico	حکايتي ، حديثي
anegar	غرق کردن ، غرق شدن ، خيس کردن ، سيل ، طوفان ، رو د ، دريا ، اشک ، غرق کردن ، سيل گرفتن ، طغيان کردن ، سيل زده کردن ، از اب پوشانيدن ، زير سيل پوشاندن ، اشباع کردن
anemia	کم خوني ، کم خوني ، فقرالدم
anestesia	بيهوشي ، هوش بري
anestesiar	بي هوش کردن
anestsico	بيهوشانه ، داروي بي هوشي ، بي هوش کننده ، کم کننده ء حس
anexar	پيوستن ، ضميمه کردن ، ضميمه ، پيوست ، پيوستن ، ضميمه سازي
anexi	پيوست ، ضميمه سازي ، انضمام
anexo	الحاقي ، افزوده ، فرعي ، ملا زم ، ضميمه ، معاون ، يار ، کمک(د.- من.)فرع ، قسمت الحاقي ، صفت فرعي ، پيوستن ، ضميمه کردن ، ضميمه ، پيوست ، پيوستن ، ضميمه سازي ، پيوست ، در جوف ، حصار
anfibio	دوزيستان ، ذوحيات ، خاکي و ابي ، دوجنسه ، ذوحياتين
anfiteatro	امفي تلاتر ، سالن ، تالا ر
anfitrin	گروه ، ازدحام ، دسته ، سپاه ، ميزبان ، صاحبخانه ، مهمان دار ، انگل دار
angina	گلودرد ، ورم گلو ، انژين
anglicismo	اصطلا ح زبان انگليسي ، انگليسي مابي
anglico	فرشته اي ، وابسته به فرشته
anglo	پيشوند به معني (انگليسي) و (مربوط به انگليس)
angora	موي خرگوش يا مرغوز
angosto	تنگ ، کم پهنا ، باريک ، دراز و باريک ، کم پهنا ، محدود ، باريک کردن ، محدود کردن ، کوته فکر ، سفت ، محکم ، تنگ (تانگ) ، کيپ ، مانع دخول هوا يا اب يا چيز ديگر ، خسيس ، کساد
anguila	مارماهي
angular	گوشه دار ، گوشه اي ، لا غر ، زاويه اي
angulosidad	گوشه داري ، زاويه داري ، لا غري ، تندي
angustia	درد ، رنج ، تقلا ، سکرات مرگ ، جانکندن ، دلتنگي ، اضطراب ، غم و اندوه ، دلتنگ کردن ، غمگين شدن ، نگران شدن ، نگران کردن ، پريشاني ، اندوه ، محنت ، تنگدستي ، درد ، مضطرب کردن ، محنت زده کردن ، ترس ناگهاني ، هراس ، وحشت ، ترساندن ، رم دادن ، اندوه بسيار ، غم زياد ، دل شکستگي
angustioso	هراسان ، ترسان ، ترسنده ، ترسيده ، از روي بيميلي ، متاسف ، ترسان ، بيمناک ، هراسناک
anhelar	ارزو کردن ، طلبيدن ، اشتياق داشتن ، ميل داشتن ، ارزو کردن ، ميل ، ارزو ، کام ، خواستن ، خواسته ، ارزومند چيزي بودن ، اشتياق داشتن ، مردد ودودل بودن ، شهوت ، هوس ، حرص واز ، شهوت داشتن ، ارزو کردن ، اشتياق داشتن ، مشتاق بودن
